foundation_slug,program_slug,award_year,recipient_name,recipient_type,project_title,project_description,amount,currency,source_url,discipline,confidence,needs_review,review_reason,scan_metadata
karjalan-kulttuurirahasto,general,2024,Kaakon taide,organization,Kaakon taidetta 10 vuotta.,,1700,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.85,False,,"{""source_quote"": ""| 2024126 | Kaakon taide | Kaakon taidetta 10 vuotta. | 1 700 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kaakon taide"", ""amount_raw"": ""1 700 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Unclear whether 'Kaakon taide' is an organization or informal group name."", ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kangaskosken-Ritakosken kyläyhdistys ry,organization,Elämää varrella Hiitolanjoen virran.,,5000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.85,False,,"{""source_quote"": ""| 2024067 | Kangaskosken-Ritakosken kyläyhdistys; ry | Elämää varrella Hiitolanjoen virran. | 5 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kangaskosken-Ritakosken kyläyhdistys; ry"", ""amount_raw"": ""5 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""The ';' before 'ry' is a line-break artifact in the source table; merged into the org name per rules."", ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Karjalainen Nuorisoliitto ry,organization,Karjalaisen Nuorisoliiton vuoden 2024 toimintaan,,10000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.9,False,,"{""source_quote"": ""| 2024037 | Karjalainen Nuorisoliitto ry | Karjalaisen Nuorisoliiton vuoden 2024 toimintaan | 10 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Karjalainen Nuorisoliitto ry"", ""amount_raw"": ""10 000 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Karjalainen Nuorisoliitto ry,organization,Karjalaiset Kevätpäivät 2025 -tapahtuma 29.–30.3.2025,,10000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=3,,0.95,False,,"{""source_quote"": ""| 2024137 | Karjalainen Nuorisoliitto ry | Karjalaiset Kevätpäivät 2025 -tapahtuma 29.–30.3.2025 | 10 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Karjalainen Nuorisoliitto ry"", ""amount_raw"": ""10 000 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Karjalan Liitto ry,organization,Karjalaisen kansan messun järjestäminen Karjalaisilla kesäjuhlilla 16.6.2024.,,5800,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.95,False,,"{""source_quote"": ""| 2024087 | Karjalan Liitto ry | Karjalaisen kansan messun järjestäminen Karjalaisilla kesäjuhlilla 16.6.2024. | 5 800 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Karjalan Liitto ry"", ""amount_raw"": ""5 800 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Karjalan Liitto ry,organization,Oodi Karjalalle! Karjalaisen kulttuurin ja Karjalan Liiton 85-vuotisen kulttuurityön tunnetuksi tekeminen Helsingissä ja valtakunnallisesti.,,7000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=3,,0.85,False,,"{""source_quote"": ""| 2024146 | Karjalan Liitto ry | Oodi Karjalalle! Karjalaisen kulttuurin ja Karjalan Liiton 85-vuotisen kulttuurityön tunnetuksi; tekeminen Helsingissä ja valtakunnallisesti. | 7 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Karjalan Liitto ry"", ""amount_raw"": ""7 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Title contains a mid-word ';' that appears to be a PDF line break; removed it to read the full continuous sentence."", ""chunk_id"": ""002"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,"Karstinen Aino, Raanoja Roosa, Lindqvist Milla, Kaasinen Hilma, Kääriäinen Roosa",group,Tanssiteos Kouvolan Taiteiden Yöhön,,4000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.9,False,,"{""source_quote"": ""| 2024091 | Karstinen Aino; Raanoja Roosa; Lindqvist Milla; Kaasinen Hilma; Kääriäinen Roosa | Tanssiteos Kouvolan Taiteiden Yöhön | 4 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Karstinen Aino; Raanoja Roosa; Lindqvist Milla; Kaasinen Hilma; Kääriäinen Roosa"", ""amount_raw"": ""4 000 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""notes"": ""Semicolons in the cell are line breaks in the original PDF, converted to comma-separated names per rules."", ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kasarminkankaan kulttuuriyhdistys ry,organization,Miettilän mynstrinki ja vakkamarkkinat,,2000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=3,,0.95,False,,"{""source_quote"": ""| 2024135 | Kasarminkankaan kulttuuriyhdistys ry | Miettilän mynstrinki ja vakkamarkkinat | 2 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kasarminkankaan kulttuuriyhdistys ry"", ""amount_raw"": ""2 000 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Koko Production oy,organization,"Dokumentaarinen elokuva ""Raja"" äänisuunnitteluun",,5500,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.9,False,,"{""source_quote"": ""| 2024053 | Koko Production oy | Dokumentaarinen elokuva \""Raja\"" äänisuunnitteluun | 5 500 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Koko Production oy"", ""amount_raw"": ""5 500 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Korutaideyhdistys ry,organization,Korutaiteen näyttelyn järjestäminen Täky Galleriassa Lappeenrannassa kesäkuussa 2024.,,2500,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.95,False,,"{""source_quote"": ""| 2024090 | Korutaideyhdistys ry | Korutaiteen näyttelyn järjestäminen Täky Galleriassa Lappeenrannassa kesäkuussa 2024. | 2 500 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Korutaideyhdistys ry"", ""amount_raw"": ""2 500 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,"Kosken koulukeskus, Imatran kaupunki",organization,Äikkä-hissa eläväksi,,250,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.9,False,,"{""source_quote"": ""| 2024122 | Kosken koulukeskus, Imatran kaupunki | Äikkä-hissa eläväksi | 250 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kosken koulukeskus, Imatran kaupunki"", ""amount_raw"": ""250 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kotkaniemi-säätiö,organization,110 vuotta Siperiasta -näyttelyn toteuttaminen,,5300,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.95,False,,"{""source_quote"": ""| 2024072 | Kotkaniemi-säätiö | 110 vuotta Siperiasta -näyttelyn toteuttaminen | 5 300 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kotkaniemi-säätiö"", ""amount_raw"": ""5 300 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kotkaniemi-säätiö,organization,"Kotkaniemen, presidentti P. E. Svinhufvudin kotimuseon, yleisöluentosarja ""Itsenäinen Suomi""",,5000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=3,,0.85,False,,"{""source_quote"": ""| 2024143 | Kotkaniemi-säätiö | Kotkaniemen, presidentti P. E. Svinhufvudin kotimuseon, yleisöluentosarja \""Itsenäinen; Suomi\"" | 5 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kotkaniemi-säätiö"", ""amount_raw"": ""5 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Title contains a mid-word ';' that appears to be a PDF line break; removed it to read 'Itsenäinen Suomi'."", ""chunk_id"": ""002"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kulttuuriyhdistys Lux et Cantus ry,organization,Onnenvirta-ooppera,,5000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.95,False,,"{""source_quote"": ""| 2024128 | Kulttuuriyhdistys Lux et Cantus ry | Onnenvirta-ooppera | 5 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kulttuuriyhdistys Lux et Cantus ry"", ""amount_raw"": ""5 000 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Kymijoen Lohisoitto ry,organization,Kymijoen Lohisoitto -festivaali 2025,,5000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=3,,0.95,False,,"{""source_quote"": ""| 2024141 | Kymijoen Lohisoitto ry | Kymijoen Lohisoitto -festivaali 2025 | 5 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Kymijoen Lohisoitto ry"", ""amount_raw"": ""5 000 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Lahtonen Suvi,individual,Kotirintamakuvaukset suomalaisessa toista maailmansotaa käsittelevässä sotakirjallisuudessa,,8700,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.85,False,,"{""source_quote"": ""| 2024100 | Lahtonen Suvi | Kotirintamakuvaukset suomalaisessa toista maailmansotaa käsittelevässä; sotakirjallisuudessa | 8 700 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Lahtonen Suvi"", ""amount_raw"": ""8 700 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Semicolon in the title cell is a line-break artifact; joined into one title."", ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Lappeenrannan museot,organization,Etelä-Karjalan muistomerkkien kartoitus,,21252,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.9,False,,"{""source_quote"": ""| 2024044 | Lappeenrannan museot | Etelä-Karjalan muistomerkkien kartoitus | 21 252 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Lappeenrannan museot"", ""amount_raw"": ""21 252 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Lappeenranta Big Band ry,organization,Lappeenranta Big Bandin ja Kalevi Louhivuoren jazzkonsertti,,1500,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.9,False,,"{""source_quote"": ""| 2024051 | Lappeenranta Big Band ry | Lappeenranta Big Bandin ja Kalevi Louhivuoren jazzkonsertti | 1 500 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Lappeenranta Big Band ry"", ""amount_raw"": ""1 500 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,"Lumiluoto Sinikka, Hakkarainen Henna",group,Runovastaanotto kutsuu klovnin luo,,2000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.85,False,,"{""source_quote"": ""| 2024052 | Lumiluoto Sinikka; Hakkarainen Henna | Runovastaanotto kutsuu klovnin luo | 2 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Lumiluoto Sinikka; Hakkarainen Henna"", ""amount_raw"": ""2 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""The ';' in the Hakija cell marks a line break between two named recipients, joined with a comma per convention"", ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,"Marja-aho Iina, Jantsikene Teele, Seppänen Elina, Ryland-Jones Anna",group,Madalletaan kynnystä: taidemusiikkia kylätaloihin,,3000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.85,False,,"{""source_quote"": ""| 2024065 | Marja-aho Iina; Jantsikene Teele; Seppänen Elina; Ryland-Jones Anna | Madalletaan kynnystä: taidemusiikkia kylätaloihin | 3 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Marja-aho Iina; Jantsikene Teele; Seppänen Elina; Ryland-Jones Anna"", ""amount_raw"": ""3 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""The ';' in the Hakija cell marks line breaks between four named recipients, joined with commas per convention"", ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Marttaliitto ry,organization,Makumatka Karjalaan -karjalaisia ruokia ja leivonnaisia -kurssien pitäminen,,8000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=1,,0.9,False,,"{""source_quote"": ""| 2024036 | Marttaliitto ry | Makumatka Karjalaan -karjalaisia ruokia ja leivonnaisia -kurssien pitäminen | 8 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Marttaliitto ry"", ""amount_raw"": ""8 000 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""000"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Mustan ja Valkoisen Teatteri-yhdistys ry,organization,21. Mustan ja Valkoisen Teatterifestivaalin/ 21 Black & White Theatre Festivalin kehitystyö ja järjestäminen,,6000,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.85,False,,"{""source_quote"": ""| 2024107 | Mustan ja Valkoisen Teatteri-yhdistys ry | 21. Mustan ja Valkoisen Teatterifestivaalin/ 21 Black & White Theatre Festivalin kehitystyö ja; järjestäminen | 6 000 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Mustan ja Valkoisen Teatteri-yhdistys ry"", ""amount_raw"": ""6 000 €"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Semicolon before 'järjestäminen' is a line-break artifact; joined into one title."", ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Nuorisoseura Harmonikka,organization,Kirjo-tanssiteos,,2400,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.95,False,,"{""source_quote"": ""| 2024121 | Nuorisoseura Harmonikka | Kirjo-tanssiteos | 2 400 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Nuorisoseura Harmonikka"", ""amount_raw"": ""2 400 €"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
karjalan-kulttuurirahasto,general,2024,Pietiläinen Terhi,individual,Haastatteluaineiston digitointi väitöskirjaa varten,,1500,EUR,https://www.karjalankulttuurirahasto.fi/wp-content/uploads/2024/12/Myonnetyt-apurahat-2024.pdf#page=2,,0.9,False,,"{""source_quote"": ""| 2024105 | Pietiläinen Terhi | Haastatteluaineiston digitointi väitöskirjaa varten | 1 500 € |"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Karjalan Kulttuurirahasto"", ""recipient_raw"": ""Pietiläinen Terhi"", ""amount_raw"": ""1 500 €"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""001"", ""run_id"": ""karjalan-kulttuurirahasto""}"
